Name,Age,Gender,Computer Network,Web Computing,Machine Learning,Data Warehouse and Mining,Statistics,Total,Percentage,Result
Aayan Sharma,22,Male,52,51,59,44,65,271,54.2,Successful
Sara Patel,23,Female,47,66,88,96,63,360,72,Successful
Sara Sharma,24,Male,83,55,61,66,45,310,62,Successful
Shreyansh Shah,22,Male,52,70,92,42,74,330,66,Successful
Ansh Sharma,20,Male,52,59,97,35,45,288,57.6,Successful
Reyansh Sharma,22,Male,52,70,77,97,56,352,70.4,Successful
Aayan Patel,19,Female,52,62,89,89,60,352,70.4,Successful
Mohammad Patel,24,Female,79,37,97,89,61,363,72.6,Successful
Aadhya Sharma,19,Female,77,70,61,46,45,299,59.8,Successful
Aarush Patel,24,Female,85,70,64,35,61,315,63,Successful
Vihaan Shah,20,Female,96,48,97,70,36,347,69.4,Successful
Aarush Sharma,22,Female,99,86,97,87,45,414,82.8,Successful
Nandini Shah,24,Female,52,34,78,47,55,266,53.2,Successful
Aarush Sharma,22,Female,52,40,97,57,69,315,63,Successful
Reyansh Patel,20,Female,95,96,97,73,66,427,85.4,Successful
Aayan Sharma,22,Female,64,48,97,61,88,358,71.6,Successful
Atharva Sharma,22,Male,75,39,97,89,45,345,69,Successful
Vihaan Sharma,19,Female,82,70,97,89,46,384,76.8,Successful
Darsh Sharma,19,Female,40,70,97,63,58,328,65.6,Successful
Rudra Sharma,19,Female,98,70,38,62,86,354,70.8,Successful
Pranav Shah,19,Female,99,74,33,37,47,290,58,Successful
Arjun Sharma,24,Female,57,92,80,68,78,375,75,Successful
Darsh Sharma,24,Female,82,70,81,89,36,358,71.6,Successful
Vivaan Sharma,19,Female,95,99,44,54,45,337,67.4,Successful
Ansh Patel,22,Male,52,62,36,93,41,284,56.8,Successful
Aadhya Shah,22,Male,52,70,66,89,45,322,64.4,Successful
Aditya Patel,21,Female,95,59,97,33,77,361,72.2,Successful
Advik Patel,20,Female,43,70,47,56,45,261,52.2,Successful
Kabir Patel,21,Male,61,38,97,35,39,270,54,Successful
Vivaan Shah,21,Male,75,54,85,89,92,395,79,Successful
Arjun Shah,22,Male,66,56,100,69,45,336,67.2,Successful
Jiya Shah,20,Male,52,70,33,89,64,308,61.6,Successful
Khushi Shah,20,Male,50,39,38,75,81,283,56.6,Successful
Aayan Shah,23,Female,72,46,86,89,79,372,74.4,Successful
Atharva Shah,20,Male,52,48,38,89,45,272,54.4,Successful
Aarav Shah,21,Female,52,70,97,91,57,367,73.4,Successful
Vivaan Shah,20,Female,89,70,36,72,78,345,69,Successful
Sara Sharma,21,Female,39,70,90,87,96,382,76.4,Successful
Krish Sharma,19,Female,52,90,71,89,45,347,69.4,Successful
Aaryan Shah,24,Female,52,70,69,62,90,343,68.6,Successful
Advik Patel,23,Male,43,88,97,95,45,368,73.6,Successful
Ananya Patel,23,Male,81,70,97,89,54,391,78.2,Successful
Shreyansh Patel,21,Female,97,70,60,41,78,346,69.2,Successful
Myra Patel,24,Male,90,52,83,98,45,368,73.6,Successful
Pranav Sharma,23,Female,87,55,97,91,45,375,75,Successful
Aadi Patel,24,Female,52,45,97,72,68,334,66.8,Successful
Shaurya Patel,22,Male,37,60,97,40,67,301,60.2,Successful
Aaryan Shah,19,Female,52,45,73,99,95,364,72.8,Successful
Vivaan Sharma,22,Male,52,36,81,50,45,264,52.8,Successful
Khushi Shah,21,Male,52,71,87,89,87,386,77.2,Successful
Shreya Shah,21,Male,68,70,65,49,45,297,59.4,Successful
Pihu Patel,23,Male,70,92,97,89,45,393,78.6,Successful
Aaryan Sharma,22,Female,95,41,78,59,71,344,68.8,Successful
Sai Sharma,22,Male,91,59,94,69,45,358,71.6,Successful
Mohammad Sharma,19,Male,46,92,88,37,56,319,63.8,Successful
Sai Patel,19,Female,52,70,68,45,45,280,56,Successful
Ansh Shah,22,Male,67,57,99,100,71,394,78.8,Successful
Krish Sharma,21,Male,60,47,62,89,96,354,70.8,Successful
Khushi Shah,23,Male,47,70,97,91,92,397,79.4,Successful
Atharva Shah,19,Female,45,77,97,76,45,340,68,Successful
Anvi Patel,21,Female,66,70,39,89,53,317,63.4,Successful
Dhruv Shah,24,Male,60,94,49,89,55,347,69.4,Successful
Rudra Shah,19,Male,52,70,100,90,80,392,78.4,Successful
Krish Patel,20,Female,86,70,95,63,35,349,69.8,Successful
Aaryan Sharma,23,Female,94,45,65,89,45,338,67.6,Successful
Sai Sharma,23,Male,52,100,43,61,97,353,70.6,Successful
Aadi Shah,23,Male,53,70,97,58,45,323,64.6,Successful
Vihaan Sharma,22,Female,81,47,45,91,83,347,69.4,Successful
Aditi Sharma,24,Female,47,74,75,40,45,281,56.2,Successful
Vihaan Shah,19,Male,52,93,81,58,91,375,75,Successful
Darsh Sharma,20,Female,59,96,97,37,95,384,76.8,Successful
Atharva Shah,22,Male,47,68,66,50,86,317,63.4,Successful
Ritik Patel,24,Male,40,70,97,89,37,333,66.6,Successful
Khushi Patel,20,Female,52,92,53,89,82,368,73.6,Successful
Aayan Shah,21,Male,87,85,97,73,62,404,80.8,Successful
Aadi Shah,23,Male,52,66,43,71,96,328,65.6,Successful
Vihaan Sharma,23,Female,80,70,34,89,42,315,63,Successful
Darsh Sharma,20,Female,50,70,33,68,84,305,61,Successful
Riya Sharma,19,Male,63,70,65,65,45,308,61.6,Successful
Vivaan Patel,23,Female,47,71,97,65,45,325,65,Successful
Aayan Patel,24,Male,55,71,97,89,55,367,73.4,Successful
Aaryan Shah,21,Female,51,100,48,58,68,325,65,Successful
Aarav Shah,20,Male,52,70,96,89,45,352,70.4,Successful
Shreya Shah,19,Female,82,87,98,40,66,373,74.6,Successful
Vihaan Sharma,22,Male,52,70,70,83,63,338,67.6,Successful
Vivaan Sharma,21,Male,52,70,97,89,81,389,77.8,Successful
Rudra Patel,22,Female,63,68,64,67,45,307,61.4,Successful
Aarush Shah,22,Female,66,59,86,97,68,376,75.2,Successful
Sai Sharma,20,Male,43,70,89,70,33,305,61,Successful
Pranav Shah,24,Female,79,70,93,65,82,389,77.8,Successful
Riya Shah,21,Male,52,68,97,89,42,348,69.6,Successful
Dhruv Sharma,23,Female,98,62,97,37,43,337,67.4,Successful
Arnav Sharma,20,Male,52,44,64,93,45,298,59.6,Successful
Aarav Sharma,22,Female,79,70,77,70,41,337,67.4,Successful
Aditya Sharma,22,Female,76,70,97,89,66,398,79.6,Successful
Rudra Patel,19,Male,95,95,97,93,59,439,87.8,Successful
Shreyansh Sharma,21,Male,45,92,92,85,94,408,81.6,Successful
Aaryan Patel,24,Male,83,70,99,100,45,397,79.4,Successful
Shreyansh Shah,19,Male,88,70,97,89,80,424,84.8,Successful
Ananya Patel,21,Female,52,70,39,52,73,286,57.2,Successful
Ritik Patel,22,Male,52,70,97,89,49,357,71.4,Successful
Krish Shah,21,Female,52,70,97,64,45,328,65.6,Successful
Aryan Sharma,20,Female,61,81,90,69,87,388,77.6,Successful
Aarav Patel,21,Male,52,99,54,89,65,359,71.8,Successful
Arnav Shah,19,Male,52,65,86,36,43,282,56.4,Successful
Ananya Sharma,20,Female,52,33,97,94,54,330,66,Successful
Darsh Patel,22,Female,74,70,97,75,45,361,72.2,Successful
Ananya Shah,19,Female,52,50,97,58,69,326,65.2,Successful
Dhruv Patel,19,Female,100,70,63,37,34,304,60.8,Successful
Ansh Patel,21,Female,59,70,34,89,45,297,59.4,Successful
Aarush Shah,22,Female,52,71,57,87,85,352,70.4,Successful
Shaurya Patel,21,Female,52,70,62,71,46,301,60.2,Successful
Arjun Patel,20,Female,94,94,97,89,49,423,84.6,Successful
Ansh Patel,20,Male,94,38,69,86,45,332,66.4,Successful
Aadi Sharma,23,Male,79,78,97,94,60,408,81.6,Successful
Kabir Sharma,24,Male,52,70,48,89,84,343,68.6,Successful
Jiya Sharma,21,Male,52,69,97,60,45,323,64.6,Successful
Vihaan Sharma,24,Female,67,79,97,89,82,414,82.8,Successful
Aaradhya Shah,23,Male,52,70,46,66,77,311,62.2,Successful
Saanvi Sharma,20,Female,86,33,49,89,87,344,68.8,Successful
Shreya Sharma,19,Male,91,37,89,89,62,368,73.6,Successful
Advik Shah,22,Female,54,70,39,69,60,292,58.4,Successful
Neha Sharma,20,Male,52,74,44,89,70,329,65.8,Successful
Aditya Shah,24,Female,62,68,72,76,45,323,64.6,Successful
Khushi Patel,21,Female,67,51,97,75,45,335,67,Successful
Vihaan Sharma,19,Male,52,70,97,89,48,356,71.2,Successful
Vihaan Shah,22,Male,52,38,97,37,79,303,60.6,Successful
Myra Patel,22,Female,52,77,44,61,67,301,60.2,Successful
Nandini Shah,19,Male,91,72,97,86,45,391,78.2,Successful
Reyansh Patel,23,Male,93,42,95,55,62,347,69.4,Successful
Shreyansh Patel,24,Male,52,59,88,87,45,331,66.2,Successful
Kabir Patel,20,Male,52,70,97,80,45,344,68.8,Successful
Shreya Sharma,22,Female,52,80,97,37,79,345,69,Successful
Myra Patel,20,Female,64,70,97,52,46,329,65.8,Successful
Anvi Shah,23,Female,45,52,73,83,45,298,59.6,Successful
Pranav Shah,24,Female,81,70,66,69,68,354,70.8,Successful
Reyansh Patel,21,Female,75,33,100,89,36,333,66.6,Successful
Krish Patel,24,Male,82,70,100,89,84,425,85,Successful
Kian Sharma,20,Male,35,70,97,91,45,338,67.6,Successful
Sai Sharma,21,Female,51,82,64,51,40,288,57.6,Successful
Atharva Sharma,24,Female,76,70,97,89,55,387,77.4,Successful
Sara Sharma,20,Female,61,92,97,89,45,384,76.8,Successful
Ananya Shah,22,Female,48,70,97,89,45,349,69.8,Successful
Aayan Patel,23,Female,81,70,53,76,45,325,65,Successful
Aadi Patel,23,Female,52,70,80,94,98,394,78.8,Successful
Riya Shah,24,Female,96,44,48,36,92,316,63.2,Successful
Riya Shah,19,Male,82,80,51,72,45,330,66,Successful
Vihaan Sharma,21,Male,52,71,43,38,45,249,49.8,Successful
Saanvi Shah,24,Female,79,70,97,89,52,387,77.4,Successful
Pranav Patel,22,Female,44,79,65,48,45,281,56.2,Successful
Anvi Shah,21,Female,52,78,70,100,33,333,66.6,Successful
Aadhya Patel,23,Male,51,70,100,89,45,355,71,Successful
Jiya Shah,22,Male,64,70,97,94,45,370,74,Successful
Aarush Shah,21,Male,56,57,97,44,45,299,59.8,Successful
Advik Shah,22,Female,82,70,65,86,84,387,77.4,Successful
Neha Sharma,19,Male,52,78,46,89,45,310,62,Successful
Krish Shah,20,Male,51,63,97,89,61,361,72.2,Successful
Mohammad Sharma,19,Female,52,70,75,89,39,325,65,Successful
Aryan Patel,19,Male,82,70,87,77,45,361,72.2,Successful
Khushi Shah,22,Female,52,46,34,79,66,277,55.4,Successful
Jiya Sharma,21,Male,44,70,73,68,48,303,60.6,Successful
Rudra Sharma,22,Female,53,96,97,54,96,396,79.2,Successful
Darsh Sharma,21,Female,52,66,47,92,53,310,62,Successful
Aryan Shah,19,Male,42,61,97,73,74,347,69.4,Successful
Neha Patel,22,Male,78,86,38,89,38,329,65.8,Successful
Shreyansh Patel,24,Male,52,47,97,89,73,358,71.6,Successful
Saanvi Shah,19,Female,34,83,37,89,45,288,57.6,Successful
Aarush Sharma,24,Male,52,84,92,89,46,363,72.6,Successful
Arnav Patel,23,Male,52,70,98,35,98,353,70.6,Successful
Vihaan Sharma,21,Female,52,36,98,89,87,362,72.4,Successful
Nidhi Shah,23,Male,52,72,89,81,62,356,71.2,Successful
Mohammad Patel,23,Female,86,82,69,95,67,399,79.8,Successful
Jiya Patel,21,Male,52,70,54,89,84,349,69.8,Successful
Shreyansh Shah,24,Male,97,70,77,89,45,378,75.6,Successful
Shreya Patel,21,Male,40,40,99,98,49,326,65.2,Successful
Atharva Sharma,24,Female,60,38,68,92,51,309,61.8,Successful
Ishaan Sharma,19,Female,42,42,97,37,79,297,59.4,Successful
Ansh Sharma,24,Male,43,48,85,41,45,262,52.4,Successful
Jiya Shah,22,Female,41,40,36,36,45,198,39.6,Successful
Aditi Sharma,24,Female,43,37,86,89,45,300,60,Successful
Saanvi Shah,23,Female,52,70,97,66,45,330,66,Successful
Myra Shah,22,Female,52,60,56,61,99,328,65.6,Successful
Arjun Sharma,23,Female,52,70,90,89,34,335,67,Successful
Rudra Patel,20,Male,56,55,62,88,74,335,67,Successful
Pranav Sharma,23,Female,40,99,86,89,45,359,71.8,Successful
Nidhi Shah,23,Male,64,76,57,86,41,324,64.8,Successful
Aditi Sharma,20,Male,38,78,73,100,57,346,69.2,Successful
Sai Sharma,19,Male,96,70,61,76,68,371,74.2,Successful
Sara Shah,19,Female,50,70,97,89,46,352,70.4,Successful
Vihaan Shah,22,Female,88,70,97,89,53,397,79.4,Successful
Advik Shah,21,Female,34,43,69,89,47,282,56.4,Successful
Khushi Sharma,20,Female,34,70,97,53,65,319,63.8,Successful
Pranav Patel,21,Male,97,40,71,93,70,371,74.2,Successful
Aayan Shah,20,Male,35,97,76,73,81,362,72.4,Successful
Pranav Sharma,22,Female,60,70,58,50,45,283,56.6,Successful
Aarush Sharma,19,Female,52,70,97,69,74,362,72.4,Successful
Jiya Shah,19,Male,52,70,90,89,33,334,66.8,Successful
Arjun Sharma,21,Female,34,70,97,76,45,322,64.4,Successful
Shreyansh Shah,23,Male,90,70,39,89,96,384,76.8,Successful
Aarav Shah,21,Female,35,93,53,56,56,293,58.6,Successful
Vivaan Sharma,23,Male,87,99,68,97,40,391,78.2,Successful
Shreya Sharma,23,Female,94,46,97,49,52,338,67.6,Successful
Aarush Sharma,24,Female,52,78,87,59,46,322,64.4,Successful
Sai Patel,21,Male,55,56,96,89,90,386,77.2,Successful
Vivaan Sharma,20,Male,72,70,36,51,64,293,58.6,Successful
Ritik Sharma,22,Male,52,66,41,89,65,313,62.6,Successful
Ritik Sharma,19,Female,73,64,97,78,45,357,71.4,Successful
Aadi Shah,19,Female,64,86,93,89,50,382,76.4,Successful
Saanvi Sharma,24,Male,52,52,75,79,34,292,58.4,Successful
Pihu Sharma,24,Female,91,70,34,61,62,318,63.6,Successful
Advik Sharma,23,Female,52,99,51,89,45,336,67.2,Successful
Myra Sharma,19,Male,52,66,69,89,57,333,66.6,Successful
Nandini Shah,22,Male,52,70,70,98,68,358,71.6,Successful
Mohammad Sharma,20,Male,38,38,97,89,43,305,61,Successful
Aaradhya Patel,22,Female,52,56,55,66,89,318,63.6,Successful
Ritik Sharma,19,Male,96,70,97,71,45,379,75.8,Successful
Reyansh Shah,24,Female,69,68,97,57,36,327,65.4,Successful
Aarush Sharma,21,Male,52,92,98,63,73,378,75.6,Successful
Advik Patel,22,Female,99,70,97,89,41,396,79.2,Successful
Jiya Sharma,22,Female,52,70,51,83,45,301,60.2,Successful
Atharva Patel,19,Female,52,70,96,89,45,352,70.4,Successful
Ritik Sharma,24,Male,64,54,97,98,45,358,71.6,Successful
Kabir Sharma,24,Female,52,73,58,44,61,288,57.6,Successful
Ananya Sharma,21,Male,52,100,90,80,45,367,73.4,Successful
Arnav Patel,20,Female,66,45,70,96,61,338,67.6,Successful
Mohammad Sharma,19,Male,69,73,93,57,45,337,67.4,Successful
Rudra Sharma,19,Male,78,72,97,65,65,377,75.4,Successful
Darsh Sharma,20,Female,46,68,61,44,41,260,52,Successful
Vivaan Shah,24,Female,52,77,35,60,96,320,64,Successful
Vihaan Patel,20,Female,96,54,98,89,45,382,76.4,Successful
Sara Patel,21,Male,76,81,81,89,45,372,74.4,Successful
Pihu Shah,21,Male,99,54,97,89,74,413,82.6,Successful
Kabir Shah,22,Male,52,68,53,67,59,299,59.8,Successful
Vihaan Sharma,21,Male,97,46,97,61,35,336,67.2,Successful
Aryan Sharma,24,Female,58,70,97,79,45,349,69.8,Successful
Nidhi Sharma,23,Female,90,94,43,73,88,388,77.6,Successful
Ansh Sharma,20,Female,49,70,97,41,96,353,70.6,Successful
Khushi Sharma,23,Male,52,51,97,89,42,331,66.2,Successful
Pranav Sharma,24,Female,77,85,59,38,83,342,68.4,Successful
Nidhi Sharma,24,Male,52,69,76,89,78,364,72.8,Successful
Dhruv Shah,24,Male,80,70,97,99,96,442,88.4,Successful
Atharva Sharma,21,Male,100,70,48,89,64,371,74.2,Successful
Kian Sharma,24,Female,46,72,74,68,59,319,63.8,Successful
Aryan Shah,19,Male,59,54,97,89,51,350,70,Successful
Jiya Sharma,24,Female,72,90,97,77,74,410,82,Successful
Pranav Patel,21,Male,89,70,95,91,53,398,79.6,Successful
Aarush Patel,20,Male,52,70,75,62,45,304,60.8,Successful
Kabir Patel,22,Female,43,95,97,36,57,328,65.6,Successful
Ritik Shah,22,Male,64,70,43,95,86,358,71.6,Successful
Ansh Shah,24,Male,61,43,97,78,82,361,72.2,Successful
Pihu Sharma,22,Male,52,44,55,68,68,287,57.4,Successful
Vivaan Shah,21,Male,43,93,97,96,48,377,75.4,Successful
Aryan Sharma,22,Male,70,70,60,54,76,330,66,Successful
Rudra Shah,21,Male,38,70,97,96,37,338,67.6,Successful
Advik Patel,24,Male,83,70,67,84,92,396,79.2,Successful
Aayan Patel,22,Female,98,70,36,75,45,324,64.8,Successful
Myra Sharma,23,Female,71,70,71,96,45,353,70.6,Successful
Aaradhya Sharma,20,Female,52,70,97,40,45,304,60.8,Successful
Vihaan Patel,24,Female,80,52,37,99,43,311,62.2,Successful
Kian Patel,21,Male,52,70,41,89,34,286,57.2,Successful
Ishaan Shah,19,Female,52,70,82,89,45,338,67.6,Successful
Kian Shah,23,Female,52,93,86,63,63,357,71.4,Successful
Ishaan Shah,20,Female,46,44,97,89,45,321,64.2,Successful
Aayan Sharma,19,Female,62,69,85,69,34,319,63.8,Successful
Aadi Sharma,21,Male,95,70,60,89,77,391,78.2,Successful
Aayan Sharma,24,Female,57,40,60,71,41,269,53.8,Successful
Jiya Shah,21,Male,52,74,76,89,37,328,65.6,Successful
Vihaan Patel,24,Female,69,36,97,89,45,336,67.2,Successful
Aryan Shah,19,Female,52,88,89,89,45,363,72.6,Successful
Vivaan Shah,22,Male,39,48,97,89,43,316,63.2,Successful
Saanvi Patel,21,Female,86,94,97,66,63,406,81.2,Successful
Krish Shah,20,Female,54,55,44,78,76,307,61.4,Successful
Arjun Shah,22,Female,52,36,60,82,45,275,55,Successful
Dhruv Sharma,21,Male,52,65,97,43,96,353,70.6,Successful
Aryan Shah,20,Male,79,60,97,89,45,370,74,Successful
Pihu Patel,20,Female,99,70,83,89,93,434,86.8,Successful
Aayan Shah,19,Female,61,52,72,36,72,293,58.6,Successful
Khushi Shah,19,Male,60,80,85,89,60,374,74.8,Successful
Saanvi Shah,24,Female,78,95,44,65,45,327,65.4,Successful
Aaryan Shah,22,Female,52,73,83,43,45,296,59.2,Successful
Aadhya Patel,23,Male,62,70,91,89,45,357,71.4,Successful
Neha Patel,20,Male,78,97,84,94,86,439,87.8,Successful
Riya Sharma,23,Female,52,70,70,80,58,330,66,Successful
Vivaan Patel,23,Male,36,70,55,47,99,307,61.4,Successful
Sara Patel,22,Male,89,70,97,91,45,392,78.4,Successful
Ansh Sharma,21,Male,53,91,97,49,45,335,67,Successful
Sai Shah,20,Male,52,85,65,52,98,352,70.4,Successful
Nandini Sharma,19,Female,52,70,84,94,45,345,69,Successful
Nandini Shah,20,Female,50,68,97,66,45,326,65.2,Successful
Sara Patel,22,Female,52,70,59,89,45,315,63,Successful
Aarush Shah,22,Female,63,70,88,89,41,351,70.2,Successful
Anvi Patel,21,Female,52,70,97,98,80,397,79.4,Successful
Shaurya Sharma,19,Male,52,70,97,36,45,300,60,Successful
Aaryan Sharma,24,Male,52,70,60,47,34,263,52.6,Successful
Aditi Patel,19,Male,42,79,97,56,34,308,61.6,Successful
Nandini Patel,20,Female,74,45,97,97,45,358,71.6,Successful
Shreyansh Patel,20,Female,81,80,33,97,94,385,77,Successful
Saanvi Shah,20,Female,52,76,81,74,77,360,72,Successful
Shaurya Shah,19,Male,92,70,97,46,76,381,76.2,Successful
Shreyansh Shah,22,Male,88,70,97,57,79,391,78.2,Successful
Aditi Patel,21,Male,52,53,97,89,50,341,68.2,Successful
Nandini Sharma,20,Male,88,70,39,78,93,368,73.6,Successful
Jiya Shah,22,Male,46,90,51,74,45,306,61.2,Successful
Vivaan Patel,24,Female,38,70,88,70,98,364,72.8,Successful
Pihu Shah,19,Male,49,65,72,66,52,304,60.8,Successful
Darsh Patel,21,Male,69,50,43,53,59,274,54.8,Successful
Riya Sharma,20,Female,84,70,50,64,45,313,62.6,Successful
Nandini Patel,22,Female,97,70,75,46,75,363,72.6,Successful
Mohammad Shah,22,Female,59,70,73,89,70,361,72.2,Successful
Mohammad Patel,20,Female,52,69,54,66,45,286,57.2,Successful
Vihaan Sharma,24,Female,62,77,93,77,93,402,80.4,Successful
Ritik Sharma,19,Female,73,56,83,81,45,338,67.6,Successful
Aryan Sharma,19,Female,52,70,53,45,45,265,53,Successful
Shaurya Sharma,23,Female,52,47,94,87,45,325,65,Successful
Aadhya Shah,21,Female,52,70,62,40,45,269,53.8,Successful
Ananya Sharma,22,Female,86,71,66,57,82,362,72.4,Successful
Sara Sharma,23,Male,52,70,97,78,45,342,68.4,Successful
Ansh Sharma,23,Male,39,63,97,89,86,374,74.8,Successful
Ananya Patel,23,Female,52,74,54,89,45,314,62.8,Successful
Nandini Shah,24,Male,52,67,93,44,56,312,62.4,Successful
Dhruv Sharma,24,Male,52,38,97,96,76,359,71.8,Successful
Krish Sharma,23,Female,52,98,90,85,62,387,77.4,Successful
Vivaan Sharma,23,Female,64,83,94,38,74,353,70.6,Successful
Neha Patel,19,Female,99,67,38,62,88,354,70.8,Successful
Ansh Shah,19,Female,47,64,97,77,71,356,71.2,Successful
Myra Shah,19,Male,90,92,70,89,70,411,82.2,Successful
Myra Sharma,21,Female,81,84,92,93,48,398,79.6,Successful
Reyansh Sharma,19,Male,52,67,97,89,83,388,77.6,Successful
Vihaan Patel,23,Male,51,70,51,56,59,287,57.4,Successful
Kabir Shah,23,Female,52,65,47,78,40,282,56.4,Successful
Aditya Shah,22,Female,73,68,97,71,45,354,70.8,Successful
Aditya Sharma,21,Male,84,42,55,89,36,306,61.2,Successful
Saanvi Sharma,19,Female,45,52,99,89,43,328,65.6,Successful
Ananya Sharma,22,Female,52,70,97,89,92,400,80,Successful
Nidhi Patel,24,Male,100,70,81,48,96,395,79,Successful
Nidhi Sharma,20,Male,37,78,45,73,44,277,55.4,Successful
Shaurya Sharma,21,Male,57,62,97,84,44,344,68.8,Successful
Dhruv Shah,24,Female,52,55,36,85,98,326,65.2,Successful
Ritik Shah,22,Male,52,57,57,65,45,276,55.2,Successful
Advik Patel,19,Female,42,41,93,89,50,315,63,Successful
Shreyansh Patel,24,Female,62,91,77,66,45,341,68.2,Successful
Myra Patel,20,Male,52,55,84,89,59,339,67.8,Successful
Aarav Sharma,23,Male,100,84,97,64,33,378,75.6,Successful
Nandini Sharma,19,Male,52,70,91,89,98,400,80,Successful
Aarush Shah,19,Female,52,81,99,89,45,366,73.2,Successful
Aditya Patel,23,Female,52,55,86,60,56,309,61.8,Successful
Kian Sharma,21,Male,36,70,74,89,100,369,73.8,Successful
Aarush Patel,21,Male,68,47,55,82,55,307,61.4,Successful
Aarav Patel,21,Female,52,93,94,89,83,411,82.2,Successful
Advik Sharma,19,Male,100,33,83,89,45,350,70,Successful
Aaryan Sharma,24,Female,34,86,97,48,48,313,62.6,Successful
Nandini Patel,23,Female,69,70,37,61,43,280,56,Successful
Ansh Shah,19,Male,96,70,52,89,59,366,73.2,Successful
Ishaan Sharma,23,Male,63,70,87,61,55,336,67.2,Successful
Jiya Shah,19,Male,52,70,97,89,43,351,70.2,Successful
Aayan Sharma,19,Female,51,70,68,89,34,312,62.4,Successful
Aaryan Sharma,20,Male,52,70,87,89,49,347,69.4,Successful
Arnav Shah,22,Male,52,47,92,75,45,311,62.2,Successful
Aarush Sharma,23,Female,92,60,71,68,68,359,71.8,Successful
Aarav Shah,20,Female,52,70,57,46,45,270,54,Successful
Aadhya Shah,20,Male,76,73,97,89,45,380,76,Successful
Vivaan Sharma,21,Female,52,85,97,94,45,373,74.6,Successful
Vivaan Sharma,21,Female,81,65,97,69,46,358,71.6,Successful
Aarav Sharma,23,Female,72,71,97,92,35,367,73.4,Successful
Pranav Patel,20,Female,49,70,79,98,45,341,68.2,Successful
Jiya Shah,20,Male,52,43,41,89,45,270,54,Successful
